sample_id,trajectory,pos_x,pos_y,pos_z,sensor10,sensor11,sensor12,sensor20,sensor21,sensor22,sensor30,sensor31,sensor32,sensor40,sensor41,sensor42
zigzagging_without_rotation:55,zigzagging_without_rotation,5.971171316,8.701813109,1.862984426,-61,-71,-72,100,-69,-74,-85,-67,-69,100,-66,-72
zigzagging_without_rotation:56,zigzagging_without_rotation,5.932973936,8.729,1.857921807,100,-71,-74,-61,-70,-77,100,-78,-70,-81,-70,-72
zigzagging_without_rotation:57,zigzagging_without_rotation,5.910759377,8.724116561,1.856627813,-68,-76,100,-68,-69,-75,-82,-67,100,-83,-65,-70
zigzagging_without_rotation:58,zigzagging_without_rotation,5.911447157,8.712217475,1.851555895,-61,-86,-77,-60,-69,-75,-85,-80,-72,-83,-69,100
zigzagging_without_rotation:59,zigzagging_without_rotation,5.90925274,8.829681504,1.85974726,100,-68,-66,-60,-70,-80,-77,-69,-67,-82,-70,100
zigzagging_without_rotation:60,zigzagging_without_rotation,5.939890208,9.145855986,1.870443917,-63,-71,-67,-65,-75,-67,-77,-70,100,100,-65,-78
zigzagging_without_rotation:61,zigzagging_without_rotation,5.975634321,9.458337595,1.891,-66,-68,100,-65,-79,-71,-81,-70,-72,-78,-66,-72
zigzagging_without_rotation:62,zigzagging_without_rotation,6.010440643,9.992677796,1.890711871,-66,-71,-65,100,-71,-69,-73,-68,-64,-71,100,-74
zigzagging_without_rotation:63,zigzagging_without_rotation,5.890548465,10.424677303,1.88828507,-66,-70,100,-58,-72,-65,-81,100,-72,-75,-64,-70
zigzagging_without_rotation:64,zigzagging_without_rotation,5.865304075,10.549988568,1.823253181,-68,-72,100,-55,100,-68,-85,-73,-76,-78,-75,-73
zigzagging_without_rotation:65,zigzagging_without_rotation,5.892859957,10.942,1.827295844,-69,-73,-71,100,-70,-63,-84,-78,-74,100,-68,-74
zigzagging_without_rotation:66,zigzagging_without_rotation,5.838327633,11.39839317,1.901712252,-65,100,-71,100,-70,-62,-77,-77,-71,-80,-72,-74
zigzagging_without_rotation:67,zigzagging_without_rotation,5.830458932,12.026595007,1.67298021,-71,-80,-68,-63,-70,-67,-77,-72,100,-82,-71,100
zigzagging_without_rotation:68,zigzagging_without_rotation,5.889201404,12.346749015,1.757533567,-69,-72,-72,-71,-82,-70,-80,-67,100,-80,100,-76
zigzagging_without_rotation:69,zigzagging_without_rotation,5.885267909,12.848819462,1.888464182,-79,100,-71,-68,-70,-64,-77,-67,-77,-79,100,-75
zigzagging_without_rotation:70,zigzagging_without_rotation,5.867158221,13.225668731,1.869474662,-80,-73,-69,-74,100,-64,-76,-68,-72,-83,-65,100
zigzagging_without_rotation:71,zigzagging_without_rotation,5.862820042,13.434640084,1.861280167,-69,-77,-73,100,-68,100,-81,-70,-72,-85,-70,-86
zigzagging_without_rotation:72,zigzagging_without_rotation,5.872873555,13.459298822,1.839034475,100,-77,-70,-72,-68,100,-82,-69,-72,-86,-66,-78
zigzagging_without_rotation:73,zigzagging_without_rotation,5.891463796,13.509244618,1.802097847,-80,-71,-70,-73,-70,-65,100,-69,-72,-84,-65,100
zigzagging_without_rotation:74,zigzagging_without_rotation,5.825842259,13.425367869,1.785052969,-76,-74,-72,-70,-66,-67,-78,100,100,-81,-70,-81
zigzagging_without_rotation:75,zigzagging_without_rotation,5.585398456,13.357354884,1.85650527,-69,-76,-68,-75,100,-60,-71,-65,-69,100,-69,-75
zigzagging_without_rotation:76,zigzagging_without_rotation,5.273546453,13.364800699,1.863199301,-69,-77,100,-72,-77,-64,100,-71,-75,-80,-71,-73
zigzagging_without_rotation:77,zigzagging_without_rotation,4.873973269,13.341320474,1.852320474,-68,-72,100,-69,-69,-60,-80,-65,-75,-78,-75,-78
zigzagging_without_rotation:78,zigzagging_without_rotation,4.447192805,13.335986319,1.845,-67,100,-71,100,-65,-65,-75,-71,-73,-78,-72,-74
zigzagging_without_rotation:79,zigzagging_without_rotation,4.036823673,13.325669686,1.845,-74,-74,100,-76,-67,-66,-77,-70,100,-81,-73,-75
zigzagging_without_rotation:80,zigzagging_without_rotation,3.695536585,13.352317073,1.820536585,-70,100,-67,100,-61,-66,-76,-73,-73,-76,-75,-75
zigzagging_without_rotation:81,zigzagging_without_rotation,3.189265855,13.352103914,1.803655871,-70,-74,-68,-73,-62,-60,100,-69,-75,100,-78,-77
zigzagging_without_rotation:82,zigzagging_without_rotation,2.827032902,13.33219006,1.79259503,-70,-75,-68,-71,-65,-61,-78,-71,100,-86,100,-74
zigzagging_without_rotation:83,zigzagging_without_rotation,2.45002023,13.311530998,1.801820753,100,-72,-73,-75,-67,-71,100,-73,-70,-82,-77,-75
zigzagging_without_rotation:84,zigzagging_without_rotation,2.102138134,13.315267779,1.816774071,-73,-72,100,-75,-69,-62,-74,-68,-81,-86,-81,100
zigzagging_without_rotation:85,zigzagging_without_rotation,1.750261075,13.30372977,1.793633589,-70,-68,-72,-71,-74,100,-76,100,-76,-79,-68,-78
zigzagging_without_rotation:86,zigzagging_without_rotation,1.404686093,13.314042331,1.784300715,-71,-74,-68,-74,-64,-65,-77,-74,-76,-83,100,100
zigzagging_without_rotation:87,zigzagging_without_rotation,0.858598152,13.08382127,1.834984509,-75,-69,-74,-76,-58,-65,-82,100,100,-84,-67,-86
zigzagging_without_rotation:88,zigzagging_without_rotation,0.554332927,13.272727356,1.794545288,-70,-66,100,-73,-62,-63,-79,-74,-75,-83,-68,-83
zigzagging_without_rotation:89,zigzagging_without_rotation,0.319635458,13.27468891,1.761906375,-68,-66,-75,-79,-58,100,-83,-79,-74,-75,-72,-76
